Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,330,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,35-44,10,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,45-54,14,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,55-64,46,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,65-74,71,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,75-84,88,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,85+,78,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrest,I46,All Ages,312,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,27,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,86,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,125,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,98,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,344,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,55-64,28,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,65-74,63,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,75-84,97,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,85+,100,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Heart failure,I50,All Ages,300,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,31,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,51,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,81,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,54,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,231,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,24,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,76,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,73,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,49,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,236,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,35-44,13,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,45-54,20,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,55-64,80,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,65-74,167,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,75-84,139,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,85+,84,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Sepsis,Sepsis,A40-A41,All Ages,509,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,20,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,34,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,47,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,43,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,145,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,35-44,10,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,45-54,26,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,55-64,81,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,65-74,186,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,75-84,157,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,85+,90,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Diabetes,Diabetes,E10-E14,All Ages,553,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,35-44,12,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,45-54,16,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,55-64,31,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,65-74,37,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,75-84,16,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Obesity,Obesity,E65-E68,All Ages,121,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,35-44,0,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,45-54,0,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,75-84,38,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,85+,79,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Alzheimer disease,Alzheimer disease,G30,All Ages,125,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,39,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,163,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,237,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,445,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,45-54,17,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,55-64,70,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,65-74,162,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,75-84,162,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,85+,85,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Renal failure,Renal failure,N17-N19,All Ages,502,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,12,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,29,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,40,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,59,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,74,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,223,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,13,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,54,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,110,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,473,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,846,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1036,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,811,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3348,
